triplet;kappa;theta;sigma;rho;price;err;exec_time
750;2.2500;0.1000;0.1000;-0.2500;0.125655;0.001936;110.94
751;2.2500;0.1000;0.1200;-0.2500;0.124650;0.001925;110.94
752;2.2500;0.1000;0.1400;-0.2500;0.126519;0.001947;110.94
753;2.2500;0.1000;0.1600;-0.2500;0.123724;0.001907;110.94
754;2.2500;0.1000;0.1800;-0.2500;0.125388;0.001925;110.94
755;2.2500;0.1000;0.2000;-0.2500;0.123880;0.001896;110.94
756;2.2500;0.1000;0.2200;-0.2500;0.123657;0.001901;110.94
757;2.2500;0.1000;0.2400;-0.2500;0.122042;0.001876;110.94
758;2.2500;0.1000;0.2600;-0.2500;0.122977;0.001892;110.94
759;2.2500;0.1000;0.2800;-0.2500;0.123303;0.001891;110.94
760;2.2500;0.1100;0.1000;-0.2500;0.128377;0.001996;110.94
761;2.2500;0.1100;0.1200;-0.2500;0.127685;0.001974;110.94
762;2.2500;0.1100;0.1400;-0.2500;0.128567;0.001990;110.94
763;2.2500;0.1100;0.1600;-0.2500;0.126445;0.001962;110.94
764;2.2500;0.1100;0.1800;-0.2500;0.128799;0.001984;110.94
765;2.2500;0.1100;0.2000;-0.2500;0.127607;0.001976;110.94
766;2.2500;0.1100;0.2200;-0.2500;0.124974;0.001931;110.94
767;2.2500;0.1100;0.2400;-0.2500;0.126481;0.001952;110.94
768;2.2500;0.1100;0.2600;-0.2500;0.126814;0.001956;110.94
769;2.2500;0.1100;0.2800;-0.2500;0.127145;0.001960;110.94
770;2.2500;0.1200;0.1000;-0.2500;0.133553;0.002089;110.94
771;2.2500;0.1200;0.1200;-0.2500;0.133075;0.002067;110.94
772;2.2500;0.1200;0.1400;-0.2500;0.132728;0.002068;110.94
773;2.2500;0.1200;0.1600;-0.2500;0.131714;0.002052;110.94
774;2.2500;0.1200;0.1800;-0.2500;0.131690;0.002028;110.94
775;2.2500;0.1200;0.2000;-0.2500;0.133150;0.002054;110.94
776;2.2500;0.1200;0.2200;-0.2500;0.131065;0.002025;110.94
777;2.2500;0.1200;0.2400;-0.2500;0.130031;0.002017;110.94
778;2.2500;0.1200;0.2600;-0.2500;0.131142;0.002026;110.94
779;2.2500;0.1200;0.2800;-0.2500;0.130228;0.002016;110.94
780;2.2500;0.1300;0.1000;-0.2500;0.134049;0.002097;110.94
781;2.2500;0.1300;0.1200;-0.2500;0.136437;0.002131;110.94
782;2.2500;0.1300;0.1400;-0.2500;0.137133;0.002142;110.94
783;2.2500;0.1300;0.1600;-0.2500;0.135157;0.002113;110.94
784;2.2500;0.1300;0.1800;-0.2500;0.135987;0.002124;110.94
785;2.2500;0.1300;0.2000;-0.2500;0.134646;0.002096;110.94
786;2.2500;0.1300;0.2200;-0.2500;0.133293;0.002083;110.94
787;2.2500;0.1300;0.2400;-0.2500;0.133353;0.002073;110.94
788;2.2500;0.1300;0.2600;-0.2500;0.133268;0.002068;110.94
789;2.2500;0.1300;0.2800;-0.2500;0.133942;0.002099;110.94
790;2.2500;0.1400;0.1000;-0.2500;0.141688;0.002216;110.94
791;2.2500;0.1400;0.1200;-0.2500;0.139385;0.002189;110.94
792;2.2500;0.1400;0.1400;-0.2500;0.139371;0.002201;110.94
793;2.2500;0.1400;0.1600;-0.2500;0.139699;0.002185;110.94
794;2.2500;0.1400;0.1800;-0.2500;0.139665;0.002184;110.94
795;2.2500;0.1400;0.2000;-0.2500;0.138578;0.002167;110.94
796;2.2500;0.1400;0.2200;-0.2500;0.138377;0.002169;110.94
797;2.2500;0.1400;0.2400;-0.2500;0.134878;0.002119;110.94
798;2.2500;0.1400;0.2600;-0.2500;0.136061;0.002137;110.94
799;2.2500;0.1400;0.2800;-0.2500;0.136017;0.002140;110.94
800;2.5000;0.0500;0.1000;-0.1500;0.103951;0.001574;110.94
801;2.5000;0.0500;0.1200;-0.1500;0.104101;0.001568;110.94
802;2.5000;0.0500;0.1400;-0.1500;0.103410;0.001560;110.94
803;2.5000;0.0500;0.1600;-0.1500;0.102153;0.001545;110.94
804;2.5000;0.0500;0.1800;-0.1500;0.100731;0.001523;110.94
805;2.5000;0.0500;0.2000;-0.1500;0.103338;0.001556;110.94
806;2.5000;0.0500;0.2200;-0.1500;0.101557;0.001536;110.94
807;2.5000;0.0500;0.2400;-0.1500;0.101807;0.001538;110.94
808;2.5000;0.0500;0.2600;-0.1500;0.101856;0.001544;110.94
809;2.5000;0.0500;0.2800;-0.1500;0.102473;0.001544;110.94
810;2.5000;0.0600;0.1000;-0.1500;0.107836;0.001637;110.94
811;2.5000;0.0600;0.1200;-0.1500;0.107978;0.001640;110.94
812;2.5000;0.0600;0.1400;-0.1500;0.107674;0.001640;110.94
813;2.5000;0.0600;0.1600;-0.1500;0.107807;0.001633;110.94
814;2.5000;0.0600;0.1800;-0.1500;0.107173;0.001627;110.94
815;2.5000;0.0600;0.2000;-0.1500;0.106960;0.001626;110.94
816;2.5000;0.0600;0.2200;-0.1500;0.106200;0.001620;110.94
817;2.5000;0.0600;0.2400;-0.1500;0.107430;0.001634;110.94
818;2.5000;0.0600;0.2600;-0.1500;0.105947;0.001620;110.94
819;2.5000;0.0600;0.2800;-0.1500;0.106712;0.001625;110.94
820;2.5000;0.0700;0.1000;-0.1500;0.112372;0.001715;110.94
821;2.5000;0.0700;0.1200;-0.1500;0.113422;0.001731;110.94
822;2.5000;0.0700;0.1400;-0.1500;0.110983;0.001698;110.94
823;2.5000;0.0700;0.1600;-0.1500;0.112358;0.001712;110.94
824;2.5000;0.0700;0.1800;-0.1500;0.111727;0.001707;110.94
825;2.5000;0.0700;0.2000;-0.1500;0.110342;0.001696;110.94
826;2.5000;0.0700;0.2200;-0.1500;0.111033;0.001700;110.94
827;2.5000;0.0700;0.2400;-0.1500;0.111812;0.001709;110.94
828;2.5000;0.0700;0.2600;-0.1500;0.110592;0.001696;110.94
829;2.5000;0.0700;0.2800;-0.1500;0.111653;0.001708;110.94
830;2.5000;0.0800;0.1000;-0.1500;0.117519;0.001802;110.94
831;2.5000;0.0800;0.1200;-0.1500;0.117649;0.001814;110.94
832;2.5000;0.0800;0.1400;-0.1500;0.116880;0.001794;110.94
833;2.5000;0.0800;0.1600;-0.1500;0.117830;0.001801;110.94
834;2.5000;0.0800;0.1800;-0.1500;0.117258;0.001797;110.94
835;2.5000;0.0800;0.2000;-0.1500;0.116837;0.001788;110.94
836;2.5000;0.0800;0.2200;-0.1500;0.115362;0.001777;110.94
837;2.5000;0.0800;0.2400;-0.1500;0.115784;0.001785;110.94
838;2.5000;0.0800;0.2600;-0.1500;0.114584;0.001771;110.94
839;2.5000;0.0800;0.2800;-0.1500;0.114721;0.001768;110.94
840;2.5000;0.0900;0.1000;-0.1500;0.122838;0.001893;110.94
841;2.5000;0.0900;0.1200;-0.1500;0.120249;0.001859;110.94
842;2.5000;0.0900;0.1400;-0.1500;0.120596;0.001859;110.94
843;2.5000;0.0900;0.1600;-0.1500;0.119892;0.001844;110.94
844;2.5000;0.0900;0.1800;-0.1500;0.120130;0.001852;110.94
845;2.5000;0.0900;0.2000;-0.1500;0.120056;0.001854;110.94
846;2.5000;0.0900;0.2200;-0.1500;0.119067;0.001844;110.94
847;2.5000;0.0900;0.2400;-0.1500;0.118030;0.001835;110.94
848;2.5000;0.0900;0.2600;-0.1500;0.121017;0.001861;110.94
849;2.5000;0.0900;0.2800;-0.1500;0.120605;0.001869;110.94
850;2.5000;0.1000;0.1000;-0.1500;0.126314;0.001950;110.94
851;2.5000;0.1000;0.1200;-0.1500;0.125347;0.001949;110.94
852;2.5000;0.1000;0.1400;-0.1500;0.125479;0.001944;110.94
853;2.5000;0.1000;0.1600;-0.1500;0.125871;0.001948;110.94
854;2.5000;0.1000;0.1800;-0.1500;0.124799;0.001941;110.94
855;2.5000;0.1000;0.2000;-0.1500;0.123459;0.001911;110.94
856;2.5000;0.1000;0.2200;-0.1500;0.123423;0.001921;110.94
857;2.5000;0.1000;0.2400;-0.1500;0.124864;0.001933;110.94
858;2.5000;0.1000;0.2600;-0.1500;0.124585;0.001938;110.94
859;2.5000;0.1000;0.2800;-0.1500;0.123803;0.001917;110.94
860;2.5000;0.1100;0.1000;-0.1500;0.127370;0.001989;110.94
861;2.5000;0.1100;0.1200;-0.1500;0.127926;0.001997;110.94
862;2.5000;0.1100;0.1400;-0.1500;0.128200;0.001998;110.94
863;2.5000;0.1100;0.1600;-0.1500;0.129751;0.002019;110.94
864;2.5000;0.1100;0.1800;-0.1500;0.129630;0.002000;110.94
865;2.5000;0.1100;0.2000;-0.1500;0.129061;0.002002;110.94
866;2.5000;0.1100;0.2200;-0.1500;0.127978;0.001989;110.94
867;2.5000;0.1100;0.2400;-0.1500;0.126813;0.001975;110.94
868;2.5000;0.1100;0.2600;-0.1500;0.126716;0.001973;110.94
869;2.5000;0.1100;0.2800;-0.1500;0.127807;0.001990;110.94
870;2.5000;0.1200;0.1000;-0.1500;0.133067;0.002091;110.94
871;2.5000;0.1200;0.1200;-0.1500;0.132938;0.002079;110.94
872;2.5000;0.1200;0.1400;-0.1500;0.133172;0.002087;110.94
873;2.5000;0.1200;0.1600;-0.1500;0.131599;0.002062;110.94
874;2.5000;0.1200;0.1800;-0.1500;0.134078;0.002083;110.94
875;2.5000;0.1200;0.2000;-0.1500;0.132833;0.002082;110.94
876;2.5000;0.1200;0.2200;-0.1500;0.128930;0.002024;110.94
877;2.5000;0.1200;0.2400;-0.1500;0.131972;0.002064;110.94
878;2.5000;0.1200;0.2600;-0.1500;0.130893;0.002065;110.94
879;2.5000;0.1200;0.2800;-0.1500;0.130816;0.002058;110.94
880;2.5000;0.1300;0.1000;-0.1500;0.136751;0.002159;110.94
881;2.5000;0.1300;0.1200;-0.1500;0.137443;0.002169;110.94
882;2.5000;0.1300;0.1400;-0.1500;0.138433;0.002175;110.94
883;2.5000;0.1300;0.1600;-0.1500;0.135927;0.002142;110.94
884;2.5000;0.1300;0.1800;-0.1500;0.136247;0.002132;110.94
885;2.5000;0.1300;0.2000;-0.1500;0.135561;0.002129;110.94
886;2.5000;0.1300;0.2200;-0.1500;0.136477;0.002147;110.94
887;2.5000;0.1300;0.2400;-0.1500;0.136431;0.002146;110.94
888;2.5000;0.1300;0.2600;-0.1500;0.134563;0.002120;110.94
889;2.5000;0.1300;0.2800;-0.1500;0.135624;0.002142;110.94
890;2.5000;0.1400;0.1000;-0.1500;0.139554;0.002205;110.94
891;2.5000;0.1400;0.1200;-0.1500;0.140059;0.002218;110.94
892;2.5000;0.1400;0.1400;-0.1500;0.139782;0.002207;110.94
893;2.5000;0.1400;0.1600;-0.1500;0.140515;0.002218;110.94
894;2.5000;0.1400;0.1800;-0.1500;0.139002;0.002188;110.94
895;2.5000;0.1400;0.2000;-0.1500;0.139778;0.002216;110.94
896;2.5000;0.1400;0.2200;-0.1500;0.139935;0.002202;110.94
897;2.5000;0.1400;0.2400;-0.1500;0.139119;0.002201;110.94
898;2.5000;0.1400;0.2600;-0.1500;0.138457;0.002199;110.94
899;2.5000;0.1400;0.2800;-0.1500;0.138064;0.002188;110.94
900;2.7500;0.0500;0.1000;-0.0500;0.103582;0.001573;110.94
901;2.7500;0.0500;0.1200;-0.0500;0.102890;0.001563;110.94
902;2.7500;0.0500;0.1400;-0.0500;0.102396;0.001549;110.94
903;2.7500;0.0500;0.1600;-0.0500;0.101447;0.001549;110.94
904;2.7500;0.0500;0.1800;-0.0500;0.100718;0.001535;110.94
905;2.7500;0.0500;0.2000;-0.0500;0.101732;0.001537;110.94
906;2.7500;0.0500;0.2200;-0.0500;0.102363;0.001561;110.94
907;2.7500;0.0500;0.2400;-0.0500;0.102232;0.001567;110.94
908;2.7500;0.0500;0.2600;-0.0500;0.102665;0.001567;110.94
909;2.7500;0.0500;0.2800;-0.0500;0.101438;0.001562;110.94
910;2.7500;0.0600;0.1000;-0.0500;0.108349;0.001660;110.94
911;2.7500;0.0600;0.1200;-0.0500;0.107894;0.001640;110.94
912;2.7500;0.0600;0.1400;-0.0500;0.106105;0.001627;110.94
913;2.7500;0.0600;0.1600;-0.0500;0.106864;0.001637;110.94
914;2.7500;0.0600;0.1800;-0.0500;0.105969;0.001621;110.94
915;2.7500;0.0600;0.2000;-0.0500;0.106983;0.001633;110.94
916;2.7500;0.0600;0.2200;-0.0500;0.106017;0.001634;110.94
917;2.7500;0.0600;0.2400;-0.0500;0.107016;0.001644;110.94
918;2.7500;0.0600;0.2600;-0.0500;0.106324;0.001651;110.94
919;2.7500;0.0600;0.2800;-0.0500;0.105751;0.001636;110.94
920;2.7500;0.0700;0.1000;-0.0500;0.113097;0.001731;110.94
921;2.7500;0.0700;0.1200;-0.0500;0.111875;0.001722;110.94
922;2.7500;0.0700;0.1400;-0.0500;0.113251;0.001733;110.94
923;2.7500;0.0700;0.1600;-0.0500;0.111703;0.001714;110.94
924;2.7500;0.0700;0.1800;-0.0500;0.112220;0.001724;110.94
925;2.7500;0.0700;0.2000;-0.0500;0.112411;0.001724;110.94
926;2.7500;0.0700;0.2200;-0.0500;0.111807;0.001731;110.94
927;2.7500;0.0700;0.2400;-0.0500;0.112592;0.001739;110.94
928;2.7500;0.0700;0.2600;-0.0500;0.110980;0.001724;110.94
929;2.7500;0.0700;0.2800;-0.0500;0.111060;0.001719;110.94
930;2.7500;0.0800;0.1000;-0.0500;0.118231;0.001818;110.94
931;2.7500;0.0800;0.1200;-0.0500;0.116377;0.001798;110.94
932;2.7500;0.0800;0.1400;-0.0500;0.117916;0.001818;110.94
933;2.7500;0.0800;0.1600;-0.0500;0.117504;0.001812;110.94
934;2.7500;0.0800;0.1800;-0.0500;0.116553;0.001793;110.94
935;2.7500;0.0800;0.2000;-0.0500;0.116982;0.001808;110.94
936;2.7500;0.0800;0.2200;-0.0500;0.116065;0.001793;110.94
937;2.7500;0.0800;0.2400;-0.0500;0.115611;0.001798;110.94
938;2.7500;0.0800;0.2600;-0.0500;0.114239;0.001776;110.94
939;2.7500;0.0800;0.2800;-0.0500;0.116543;0.001818;110.94
940;2.7500;0.0900;0.1000;-0.0500;0.121502;0.001896;110.94
941;2.7500;0.0900;0.1200;-0.0500;0.120534;0.001874;110.94
942;2.7500;0.0900;0.1400;-0.0500;0.121277;0.001888;110.94
943;2.7500;0.0900;0.1600;-0.0500;0.121478;0.001883;110.94
944;2.7500;0.0900;0.1800;-0.0500;0.121632;0.001893;110.94
945;2.7500;0.0900;0.2000;-0.0500;0.120387;0.001867;110.94
946;2.7500;0.0900;0.2200;-0.0500;0.121073;0.001876;110.94
947;2.7500;0.0900;0.2400;-0.0500;0.120852;0.001882;110.94
948;2.7500;0.0900;0.2600;-0.0500;0.121112;0.001889;110.94
949;2.7500;0.0900;0.2800;-0.0500;0.119967;0.001887;110.94
950;2.7500;0.1000;0.1000;-0.0500;0.125747;0.001964;110.94
951;2.7500;0.1000;0.1200;-0.0500;0.126186;0.001975;110.94
952;2.7500;0.1000;0.1400;-0.0500;0.125673;0.001975;110.94
953;2.7500;0.1000;0.1600;-0.0500;0.124153;0.001942;110.94
954;2.7500;0.1000;0.1800;-0.0500;0.124317;0.001941;110.94
955;2.7500;0.1000;0.2000;-0.0500;0.123722;0.001945;110.94
956;2.7500;0.1000;0.2200;-0.0500;0.123831;0.001932;110.94
957;2.7500;0.1000;0.2400;-0.0500;0.124303;0.001950;110.94
958;2.7500;0.1000;0.2600;-0.0500;0.124734;0.001949;110.94
959;2.7500;0.1000;0.2800;-0.0500;0.125625;0.001978;110.94
960;2.7500;0.1100;0.1000;-0.0500;0.130757;0.002051;110.94
961;2.7500;0.1100;0.1200;-0.0500;0.129955;0.002046;110.94
962;2.7500;0.1100;0.1400;-0.0500;0.128846;0.002020;110.94
963;2.7500;0.1100;0.1600;-0.0500;0.131441;0.002050;110.94
964;2.7500;0.1100;0.1800;-0.0500;0.129658;0.002035;110.94
965;2.7500;0.1100;0.2000;-0.0500;0.127949;0.002022;110.94
966;2.7500;0.1100;0.2200;-0.0500;0.128903;0.002020;110.94
967;2.7500;0.1100;0.2400;-0.0500;0.129245;0.002025;110.94
968;2.7500;0.1100;0.2600;-0.0500;0.129228;0.002029;110.94
969;2.7500;0.1100;0.2800;-0.0500;0.129143;0.002036;110.94
970;2.7500;0.1200;0.1000;-0.0500;0.133179;0.002089;110.94
971;2.7500;0.1200;0.1200;-0.0500;0.132943;0.002103;110.94
972;2.7500;0.1200;0.1400;-0.0500;0.132883;0.002097;110.94
973;2.7500;0.1200;0.1600;-0.0500;0.132676;0.002095;110.94
974;2.7500;0.1200;0.1800;-0.0500;0.133280;0.002100;110.94
975;2.7500;0.1200;0.2000;-0.0500;0.132364;0.002101;110.94
976;2.7500;0.1200;0.2200;-0.0500;0.132894;0.002107;110.94
977;2.7500;0.1200;0.2400;-0.0500;0.135539;0.002124;110.94
978;2.7500;0.1200;0.2600;-0.0500;0.131145;0.002075;110.94
979;2.7500;0.1200;0.2800;-0.0500;0.133491;0.002113;110.94
980;2.7500;0.1300;0.1000;-0.0500;0.137498;0.002173;110.94
981;2.7500;0.1300;0.1200;-0.0500;0.135040;0.002132;110.94
982;2.7500;0.1300;0.1400;-0.0500;0.137900;0.002183;110.94
983;2.7500;0.1300;0.1600;-0.0500;0.137410;0.002174;110.94
984;2.7500;0.1300;0.1800;-0.0500;0.138713;0.002194;110.94
985;2.7500;0.1300;0.2000;-0.0500;0.137489;0.002186;110.94
986;2.7500;0.1300;0.2200;-0.0500;0.137339;0.002180;110.94
987;2.7500;0.1300;0.2400;-0.0500;0.136194;0.002163;110.94
988;2.7500;0.1300;0.2600;-0.0500;0.136432;0.002163;110.94
989;2.7500;0.1300;0.2800;-0.0500;0.134685;0.002144;110.94
990;2.7500;0.1400;0.1000;-0.0500;0.141769;0.002250;110.94
991;2.7500;0.1400;0.1200;-0.0500;0.140956;0.002255;110.94
992;2.7500;0.1400;0.1400;-0.0500;0.139699;0.002233;110.94
993;2.7500;0.1400;0.1600;-0.0500;0.141733;0.002249;110.94
994;2.7500;0.1400;0.1800;-0.0500;0.138615;0.002221;110.94
995;2.7500;0.1400;0.2000;-0.0500;0.140419;0.002242;110.94
996;2.7500;0.1400;0.2200;-0.0500;0.142446;0.002272;110.94
997;2.7500;0.1400;0.2400;-0.0500;0.140928;0.002234;110.94
998;2.7500;0.1400;0.2600;-0.0500;0.141153;0.002243;110.94
999;2.7500;0.1400;0.2800;-0.0500;0.141339;0.002261;110.94
